rating,text
2,"Horrible. I saw this movie last night and I really hated it. I wasn't hoping for an exact remake of the great original, and, with Burton directing, I wasn't disappointed in that regard.

I suppose, for me, it was just a bad marriage of director and movie. It could have been good in another directors hands. But Burton makes ...his own style, I guess you could say. He's made some movies I have really liked: Edward Scissorhands, for example. This, his latest effort, just falls flat for me.

Depp is creepy as Willy Wonka, and that's not really what I wanted. I could never get into the character at all.

If this version of Willy Wonka had been the original, trust me it would not have became a beloved classic.

There is simply no way that this movie will be remembered thirty plus years from now as the original one is today."
2,"I saw this movie when it came out and I was disgusted. I usually like to watch a movie a second and third time to get a better perspective and I usually end up with better outlook that second or third time. Not this movie, every time I watched it I felt more offended and disgusted than the last. This takes all the magic and the charm out of Willy Wonka that you almost feel like puking. How could they have gone from the original to this, ooh wait, I forgot its easy. The rap/hip hop was the first mistake. Why take the great songs and turn them into the lowest form of ""music"" there is in the world. It would have sounded better if a bunch of cats were dying to the beat of the music. Secondly, the actors, besides Johnny Depp, were all flat. They were 2-dimensional and boring. Nothing shone from anyone besides Depp, who wasn't too great either if I may add. Yet it wasn't Depp's fault and I know this, the rest of the cast made him look like a mediocre actor, which he is definitely not. This movie would have done much better if it was cast into a fire before release, that way nobody who saw the original would have to suffer through this pile of feces. Final summary- This movie only appeals to small children and ignorant people who have not seen the original."
2,"I was really excited about this movie considering that I grew up with the original and thought it was great, plus it had Johnny Depp in it (despite the fact that Tim Burton directed it and music was by Danny Elfman). However, from the opening scene where you see the chocolate being poured into molds and hear the creepy music (which doesn't fit the scene AT ALL), I knew it was going to be bad.

The character of Willy Wonka was pathetic. His character was so weak that it was ridiculous to watch. At least in the original, Gene Wilder's character was written to command the attention and seem strange-but-not-someone-to-mess-with. In the new one, Willy Wonka is an absent minded child with no presence (and what's with the make-up?!). This version of Charlie and The Chocolate Factory also revealed too much about Willy Wonka's past, making him a pathetic man, rather than a mysterious candy maker.

Further, all of the Oompa-loompa's being played by Deep Roy was disappointing and frankly, didn't make sense. The flashback scene to discovering the Oompa-loompas was completely unnecessary and added to the ridiculousness of the movie.

I thought that the characters of the 5 children were also poor. Their characters were more like caricatures and the dialogue so contrived that it made me sick.

I would still recommend watching this film if only to better appreciate the original."
2,"While the story line in this version follows Dahl's story closer than the Willy Wonka movie, but it lacks the energy and characterization of the original film. Tim Burton's Wonka is a neurotic runaway child, not the creative and eccentric Wonka in Dahl's story. Burton apparently got wrapped up in the Wonka character, because no one else in this film has any life. The children are cardboard cutouts who either have no real energy or overact when they are not being wooden. Grandpa Joe's character suffers the same fate & Charlie's parents might as well not be in the film at all. Burton tried to make up for this with elaborate sets & all kinds of gadgets & special effects, but those cannot overcome wooden performances and lack of direction.

I said this version followed the original story more closely than the original. However the addition of the byplay being young Willy and his father (who is not in the book) is merely distracting and does not help the story at all.

I am sure Burton felt the rock 'n' roll Oompa Loompa's would be a hit, and I assume the lyrics they sing were in Dah;'s original sorry (I could not understand the lyrics since the music was so loud). But the pithy ditties created by Anthony Newley and Leslie Bricusse in the original were much better and added much more to the story.

Bottom line: a flashy remake which does no justice to the original."
2,"When a movie is based on a novel, it should be able to depict an unexpected visualization of the novel in order to be fresh to the audience. This movie FAILS to do so.

Everything in the movie was so obvious and unoriginal. There could be so much more fascinating things and events that they could have created inside the factory, but they didn't. Everything looked just like how they were described in the book, which really bored me to death throughout the movie.

The actors in this movie were quite pathetic. Johnny Depp was the only one that HAD a personality. The rest of the characters were just there, and each of them showed one emotion throughout the whole movie. (I'd like to give some examples but I don't wanna give away ) OK, it maybe interesting at the beginning, but after 2 hrs of the movie, you get very tired of their monotonic acting.

I simply do not see what is the real goal or mood of this movie. I don't know if its supposed to be funny or meaningful. It tries to connect with a particular theme, but the movie fails to draw the audience well enough for them to actually connect with it. It also tries to somehow be funny here and there by Johnny Depp's ""unique"" facial expression, but there was not one time during the movie that I laughed. The ""jokes"" just seemed forced and were really not funny at all.

So my suggestion is ""Don't watch this movie, especially if you have read the book."" There really is no point in it. The movie is so predictable that before you even watch the movie, you probably know everything about how the movie will proceed.

*** If you HAVE TO go to the movie theater to watch something though, watch ""Wedding Crashers"" instead. It is a lot funnier and fresher. =)"
2,"This movie is a massacre of the legacy of the original. It's dark, with no hope. It's horrendous. The only beauty is the new Wonka movie is magic. Enjoy it. Enjoy it knowing Tim Burton didn't make it!

The Burton movie was dark and more in the style of Edward Scissorhands than the Gene Wilder version.

It's morbid and Depp is almost freakiest as Wonka instead of having a childish charm.

I'm apathetic to the book as it's from the 1960s and we've all grown up a bit since then so any movie doesn't have to be perfect. But this one misses the mark.

I am a massive Wonka fan. I love the Wilder adaptation. He brings character and empathy, something Depp lacks in this monstrosity."
2,"How much have the studios paid for this film to receive uniformly good reviews? Despite looking forward to going (being a fan of both Burton and Deppe) this really is turgid fare. Do yourself a favour and buy the DVD of the original!

1. no moral basis for the film: Where the original had something to say to children and parents alike about how to treat each other Burton's version had nothing but glossy visuals. Charlie has to pass a test in the original that is only resolved at the end. No such test in Burton's - he just wins with some half hearted loose instruction tacked on the end about family being important...

2. dramatic urgency where the original conveyed the whole world's excitement over the race to find the 5 Golden Tickets with wit and immediacy Burton's version was flat and soulless

3. Charlie and his family the original family were intimate and humorous. In it's determination to avoid treading the same ground we lost the closeness between Charlie and his grandfather and the emotional momentum that made us care for Charlie and root for him.

4. Lady Luck Not only did the original have suspense, but it made us think about the nature of luck. It ensured that not only was Charlie's good fortune believable but that his eventual triumph was not about luck at all but about Charlie demonstrating that respect for others and goodness of heart is what leads to happiness and success. No such lessons in Burton's version!

5. Performances The performances in the original were uniformly excellent. In Burton's they were just uniform. As excellent actors as Freddie (2005 Charlie) and Deppe are they, alongside the other actors, were as one dimensional as Burton's duplicated Oompah Loompah's. Anticipating every flagged dramatic turn they sucked the lifeblood out of the film. Nothing was surprising in Burton's version - no matter how many times they did whizzy things with glass elevators. Deppe's Wonka, as bold as it was, was funny for 5 minutes. Once we got it there was no room for the character to develop so it died a death thereafter.

6. Music The original score and lyrics were clear, catchy and contributed to the story. Burton didn't give a fig for Dahl's desire to impart wisdom - instead he tried to ingratiate himself with the adult viewers by giving us pop references in his Oompah Lumpah numbers which did nothing for the story and only put us on some unnecessary tangent.

7. Structure The original was linear, clear and concentrated on developing character and story in tandem. Burton's version tried flashbacks, moral justification/explanations for Wonka's sweet obsession. Not necessary. Wonka isn't Batman. Burton should have learnt from the sweetshop owner in the original. When asked why does Wonka do it he simply replies: Do you ask a bird why it flies? It does what it was born to do. No further exposition required.

8. Script One of the first lessons in scriptwriting is that action is always more interesting than reported action. Don't tell us something, show us! The first ten minutes of Burton's film relies on exposition. Lazy scriptwriting. The original covers the same ground in half the time by showing, not telling.

9. Timing This film was ripe for a remake. The visuals of the title sequence left me ready to love the film. Unfortunately it nosedived into an irretrievable tailspin - Burton missed a fantastic opportunity to put his name right up there with the greats. He remains a brilliant but flawed director. A tragedy for Deppe who rarely misses but who cannot perform without some sort of direction.

10. Art direction does not a film make Where was the wit, humanity, soul? Come on you corporate studios - if you're going to take an all time classic book as your inspiration you have no excuse. Fancy visuals are alright for the Fantastic Four but what we want is to laugh and cry. If you're going to make a killing at the box office the least you can do is make us feel something."
2,"When the new ""Willy Wonka"" movie was over in the theater I felt like screaming. If you are a big fan of the original movie, I suggest you do not go see this travesty of a movie. The children were horribly cast (and all brats - Veruca was tame in comparison), the story's horrible addition of Wonka's father and the overall lack of wit made me want to vomit.

The only saving grace and why I rated this a 2 instead of a 1,was Johnny Depp's performance. He was excellent and a little scary. The oompa loompa was interesting too - he was also worth seeing. If you are going to endure the torture, rent do not pay full price!"
2,"I haven't watched the original film in quite some time, so I don't really know how this one stacks up against it. However, I can say that I did not really enjoy this one, and I thought that I had never seen it before, but I realized in the middle of watching it that yes indeed I have seen it before. Johnny Depp gives his best in personation of Michael Jackson in the height of his wacko Jacko era, and while this does provide a few Chuckles, it just makes the movie weird and not in a fun way. He's not the biggest problem with the movie though, as the biggest problem is Tim Burton's brand of weirdness. I like Tim Burton when the weirdness comes naturally and not when they have hired Tim Burton to be weird. It's kind of like the difference between Edward Scissorhands and that horrible Alice in Wonderland movie. So there's a few good lines in this movie, but I have heard that the new Charlie and the Chocolate Factory movie is much better, so either watch the original or that one."
2,"It's not good.

I've seen most of Tim Burton's movies and I think I'm up at 22 of Johnny Depp's. But I don't think I've ever been so disappointed in a movie before. The book (and the sequel, for that matter) are among some of my favorite children's books, and I couldn't wait to see the film adaptation, which I then, afterward, wished I hadn't.

It seems like a poor excuse on Burton's behalf to make yet another Depp movie where he plays a freak, to be frank. Johnny Depp's Wonka was everything Dahl's Wonka *wasn't*, and the movie focuses more on this character than the Buckets. Wonka was initially just a supporting character, in my opinion.

But it drags itself up to two stars for the cinematography or art direction or whatever made the movie beautiful to look at. But muting it while watching wouldn't hurt, it might even save you for the ruining of an old classic."
