rating,text
9,"It's a fact that Roald Dahl did not like ""Willy Wonka and the Chocolate Factory,"" the first adaptation of one of his most famous works. Years later, Tim Burton has directed ""Charlie and the Chocolate Factory,"" hoping to adhere more faithfully to Dahl's book. With Johnny Depp as Willy Wonka, the movie finds a darker tone. Depp's performance is a wonderful combination of a friendly man-child and a creepy character with dark secrets. The imagery is amazing, as Burton has done for many of his movies. Much has been made of such details as the waterfall of chocolate, and the specially-trained squirrels. While trying to be faithful to the original story, Burton adds a fascinating look at Wonka's background. What made him become a chocolatier? He was rebelling against his father, a dentist on an anti-candy campaign. This elements adds another strange facet to Depp's performance. ""Charlie and the Chocolate Factory"" has proved itself a tasty entry in Tim Burton's canon."
9,"This should be considered the ""ORIGINAL"" version of the book. Although the 1971 version was very entertaining, it was lacking the ""flavor"" of one of Roald Dahl's best works. Tim Burton did an excellent job recreating the book to the silver screen in what I consider to be a ""video"" version of the book! CHEERS!!!! The wonderfully strange Johnny Depp portrayed Wonka much like the book had described him. Don't be ""stuck"" on the Gene Wilder Version as it did not do justice to the story. Mostly Hollywood Hype & glitz & glamour was the selling point for the old version of this film. When you do decide to see this film, scrap all the ideas of it being like the 1971 version. Enjoy the film & consider it as a nice ""Stocking Stuffer"" for the upcoming Christmas season."
9,"This movie was wonderful! Don't let anyone tell you otherwise. It was just as bizarre and creepy and magical and fun as Ronald Dahl's book. Don't bother comparing it to the other movie version, this one far surpasses it. I loved the back story for Wonka, it explains a lot.

This is a perfect movie for children of all ages. It teaches them about loving ones family and following ones dreams. And it does so in a lovingly sneaky way. The filming of this was done so well, it felt like a psychedelic Disney ride, annoying puppet songs and all.

Johny Depp did an amazing job as always. He really figured out how to pull off being creepy children's game show host while still being charming. He really made Wonka feel like an overgrown and misunderstood child.

I recommend this to all those who are children at heart."
9,"I saw ""Charlie and the Chocolate Factory"" this weekend just after it opened, and all I can say is that I thought it was a heck of a lot better than the critics made it out to be. Johnny Depp played the part of Willy Wonka exactly as I had pictured him from the book, and it was a shock to know that this quirky chocolate maker had also been Capt. Jack Sparrow from ""Pirates of the Caribbean."" Talk about talent. Another thing was that the movie followed the book a lot better than the original ""Willy Wonka and the Chocolate Factory."" There were a few parts added to give Wonka some background, but nothing major. Plus, all of the other actors (the children, in particular) gave perfect portrayals of their parts. This is a must see for the whole family!"
9,"Sorry to make you upset, but isn't Charlie and the Chocolate Factory SUPPOSED to be dark, twisted, and scary? Look, the 1971 film was terrible. It was a critical and financial failure upon its release, and I'm not even kidding when I said that. The 1971 film was made just to be a feature length commercial for real life Wonka candies by Quaker Oats (no joke).

I am so tired of people saying that the 1971 film is far more superior than the Tim Burton version. No offense to Gene Wilder, but Johnny Depp is the true Willy Wonka. Slugworth wasn't needed, no fizzy lifting drink scene, no easily forgiveness, and all we see is exactly how Roald Dahl wanted. Sure, they may not've included Wonka's poem, but the tunnel scene is still creative and fun.

Seriously, if you read the original book, you'll know why people love the film. Sure, not every film based on a book repeats the book beat by beat, but Roald Dahl stories are different. Charlie and the Chocolate Factory was a critical and commercial success. It stayed true to the original source material, it has better writing, and the bratty kids actually get punished for their bratty actions.

It's like this film doesn't believe in karma houdinis. Seriously, you can NEVER top the 2005 film. Can you top the 1971 film? Absolutely!"
9,"It's hard to describe your experiences in a Tim Burton movie. They are odd, to say the least, and sometimes creepy. Sometimes they are colorful, and sometimes they're black. But they are always something special, and Burton doesn't let us down in his latest flick ""Charlie and the Chocolate Factory."" It's a moving coloring book, with stunningly beautiful colors and creative sets and costumes. It just makes me sad that the real world isn't this rich.

The most common misconception about the movie is that it is a remake of the timeless ""Willy Wonka and the Chocolate Factory."" It's not. Charlie and the Chocolate Factory isn't a remake, but rather another adaptation of the classic children's story of the same title. Keeping true to the book, screenwriter John August mixes quirky humor and creepy tempo to concoct one of the year's best movies.

""Charlie"" is a story of an ordinary little boy named Charlie Bucket (Freddie Highmore). He was not faster, or stronger, or more clever than other children. His family was not rich or powerful or well-connected; in fact, they barely had enough to eat. But Charlie was the luckiest boy in the whole world, he just didn't know it yet.

Charlie lives with his family; his two parents and his four grandparents. His grandparents: Joe, Josephine, George, and Georgina, never leave their bed, and Georgina is a little out of it, to say the least. Charlie sleeps next to a hole in the wall, which can be quite cold in winter, but he doesn't care, because the hole allows him to look at the greatest chocolate factory in the world, the one belonging to Willy Wonka.

After some fifteen years, Willy Wonka decides to open his factory gates꿧or five lucky people. He places five golden tickets in five ordinary Wonka bars, the finders of which win a tour through his amazing factory. As people around the world frantically buy Wonka bars in search of the tickets, they are slowly found, one here, one there. Charlie desperately wants to go to the factory, but he only gets one bar of chocolate a year, on his birthday.

Johnny Depp gives one of the best performances of his career as the eccentric chocolate entrepreneur Willy Wonka. His exotic style and off-beat jokes almost mock Michael Jackson, but are original in its own. Depp leads an already all star cast including Helena Bonham Carter, Christopher Lee, and Deep Roy (who might as well be the star of the movie). Tim Burton directed it, and Danny Elfman created the score.

No one ever thought it, but Charlie has actually surpassed its predecessor. Burton has delivered another classic, putting it up there with Edward Scissorhands and The Nightmare Before Christmas. But Charlie and the Chocolate Factory isn't just mere entertainment, it also teaches us something. It reinforces the age old themes ""greed is not a virtue,"" and ""curiosity killed the cat."" But all virtues aside, Charlie and the Chocolate Factory is definitely worth a viewing or two, and is by far the year's sweetest movie."
9,"I haven't watched the first version supposedly mixed of ""Charlie and the Chocolate Factory"" (1971) dismissed by Roald Dahl and so I will eschew any comparison with this long-anticipated cover directed by Tim Burton. I watched it a few days ago and the first thing that comes to mind about it is that Tim Burton's version is a wonderful example of how the adaptation of a book for children for the silver screen can be transcended into a stylish, prime rendering. Anyway, when I heard that the filmmaker of gems like ""Edward Scissorhands"" (1990), ""Ed Wood"" (1994) or ""Sleepy Hollow"" (1999) planned to give a fresh cinematic rendering of Roald Dahl's work, I thought it was highly likely to be a triumph by any standards. The novel alchemy of these two authors worked wonders to deliver a ""Burtonian"" film to the core. From film to film, the filmmaker pursues his exploration of the strange with these offbeat characters who are generally outcast and the inclusion of the whimsical in the everyday life.

To make the 5 little lucky children visit the coveted dream factory, Tim Burton's imagination is in full swing. It's visually a feast for the eyes with a succession of quirky, fanciful moments fraught with oddball ideas and bathing in an ocean of colors. It is pure rapture that is prevailing in the viewer's mind who is sliding in pure wonder before so many used visual, thoughtful effects and devices to deliver a solid portion of dream and escape.

""Charlie and the Chocolate Factory"" also ensures continuity with Tim Burton's precedent works because analogies can be found with several of his previous films. A town with many houses and shops gathered and at the edge of the city, a somewhat isolated, mysterious place where lives a bizarre outcast who generates fascination among the inhabitants. Doesn't it remind you of ""Edward Scissorhands""? Moreover, the machinery system could be an echo of Edward's inventor's. Then, if the town has realist British accents in its architecture, Charlie's house seems to be built in a Gothic one and Tim Burton's taste for Gothic trend stands out once again after having come to the forefront in ""Batman"" (1989) or ""Sleepy Hollow"". The interior of the house includes amusing details: Charlie's grandparents spend most of their days in a big bed. At last, the end of the film is similar to ""Big Fish"" (2003) insofar as it showcases the lack of communication between Wille Wonka and his father and their reconciliation.

To come back to the story, the audience is caught in a jaunty walk behind the walls of the chocolate factory just like the visitors and however, this state of bliss seems to be short-lived. This place has something ominous like a big haunted house from which one couldn't escape with its long corridors and spacious rooms. Something the viewer feels when the visitors are at the threshold of the firm with the mechanical dolls singing and dancing before finally being burnt. This fanciful, almost fictional world conceal doubtful, unnerving parts, beginning with Willy Wonka himself. Under his wry, laid-back appearance, this character has an eerie part of ambiguity. He is cut off from the exterior world and barely worries about the unfortunate fate of the 4 smug young imps and one can fuel doubts about their mishaps: were they premeditated? Finally, Willy Wonka has to come to terms with the demons of his past to be in peace with himself and to be a human being.

Of course, as a whole, one could object that the form tends to be favored over the contents with a rather linear master plan especially with the installments concerning the four pretentious brats who are punished of their own sins but Tim Burton keeps his distance from the moralizing, stereotyped aspects of the storytelling. ""Charlie and the Chocolate Factory"" is also a tale that shelters emotion and tenderness mainly brought on by Charlie's grandfather.

The cast is equal to the sum of the story and its treatment. Johnny Depp who had already acted in a so-so movie dealing with chocolate, ""Chocolat"" (2000) by Lasse Hallstrom can be once again grateful to Tim Burton to have conceived him a tailor-made role for him in which he's constantly fit in.

All you have to do is to sit down and savor a well-rounded delicacy from a connoisseur in storytelling who added one more canonical contribution to a monument (a figurative sense for his filmography) that cuts a fine figure. Go on like that Mr. Burton! Would Roald Dahl have appreciated this bracing result?"
9,"With all the expectations surrounding this film and the shadow of the earlier version, I wasn't sure what to expect from Burton....but I have to say this is one of the most entertaining films i have seen in a long time. Although it's a kids story, and I was expecting a kid's film, it's impossible not to get lost in the magic of the whole thing. The story, of course, is fantastic to start with thanks to Dahl, but the big screen version manages to absorb you completely and brings it to life brilliantly. It's beautiful to look at and somehow, completely believable! Jonny Depp is amazing and definitely manages to steer away from merely recreating the Willy Wonka from the last film - fantastic and disturbing all at the same time. The whole cast works brilliantly together and Charlie Bucket is definitely one to be watched for the future.

This version sticks to the book a lot more, so is quite different to the older film and also offers a lot of laughs for kids and parents alike. The sets are beautiful and the whole thing looks like a bag of candy from start to finish! As with most Burton films of course, there is a dark side to Charlie and the Chocolate Factory that makes the film really interesting and leads it to be a lot more than just a kids film.

As you can probably tell i really enjoyed this film lol :P and it's one DVD i'll definitely be buying on it's release. In fact I may just go and watch it at the cinemas again now...."
9,"The Wizard of Oz, Charolette's Web, Mary Poppins, and of course Willy Wonka and the Chocolate Factory were my favorites as a kid. I remember popping popcorn and spreading my sleeping bag out on the floor directly in front of the television to be sure I had a front row seat for the very rare occurrence of a network special presentation for one of these films. Gene Wilder will always be The Candyman that made the world taste good, and I still hear his voice to this day singing those exact words. Mr. Wilder, you've brought joy and laughter to millions throughout your career, and as far as Hollywood Legends go, you truly are the Everlasting Gobstopper.

Now about this time last year when word of the remake started to circulate the headlines I thought what is happening to Hollywood. You can't just simply remake such a beloved classic. Then word reached my ears that Tim Burton was set to direct and Johnny Depp to star as Mr. Wonka. I then saw hope, for they had chosen an actor I believe could pull off anything, and Johnny Depp delivers a fantastic performance.

The story, with slight alterations at the end, remains practically unchanged. Even the sets and wardrobe hadn't appeared to have strayed too far, however there seemed to be a darker feel or perhaps a sinister undertone to the overall film and specifically the character of Wonka. I'm guessing Director Tim Burton may have put some personal touches on the film that are unique to his dark, but intriguing style. And with the help of such a talented actor, that he obliviously favors, it's really no surprise the end result would dazzle the audience. Depp delivers us a more eccentric and sarcastic Candyman, where Wilder was more enthusiastic, humorous, and witty. Either way, all the pieces fit and a new generation will get to enjoy a wonderfully surreal Chocolate Factory."
9,Charlie and the Chocolate Factory is great film and I would recommend it for anyone. Somehow Tim Burton is back on track with his excellent direction of this film so close to the book. Roal Dahl should be proud. Johnny Depp as always is excellent and play a great Wily Wonka. The original is brilliant but I find the second one to be far more what Charlie and The chocolate factory should be. Gene Wilder will always be Willy Wonka Just as Micheal Keaton will always be Batman. But this film has to be one of the most fun and well put together of this year. If you haven't seen it go see it and don't expect the original. Johnny Depp is great the film is cast better and seems to flow a lot better than the first movie. Umpa lumpa dippy de do I've got another puzzle for you.
9,"Don't mind about the trailer,which is quite ridiculous indeed:this is Tim Burton's best movie since Edward Scissorhands and Batman Returns.

Roald Dahl's unforgettable novel is faithfully brought to the screen,as we see poor boy Charlie (Freddie Highmore,much more cheerful than in Finding Neverland)winning a trip inside the local chocolate factory. And it is an AMAZING factory:almost entirely built from scratch,with limited use of CG,it's a pure and simple visual joy,reminiscent of when the director gave cinematic life to Gotham City. Along with Charlie there are four other kids,perfectly played by the young actors.The only problem is the obnoxious, TV-obsessed Mike Teavee (fitting surname, huh?),who's even more boring than in the book,the only character you really hope will get in trouble. The Oompa Loompas,all played by the same actor,Deep Roy, are very enjoyable,even in the musical numbers,not really necessary ,but charming (they're voiced by Danny Elfman,whose score is terrific as usual).

This really is a Tim Burton movie,and you notice that from the beginning:the snow falling down and even covering the Warner Bros.logo,the camera moving inside the factory,which reminds of the opening sequences of Batman and Edward Scissorhands,the thrilling music... He's even made it more personal by adding an interesting back-story involving Willy Wonka and his father(a welcome return to creepy characters for Christoher Lee). Which brings us to the real reason you watch this movie,the amazing chocolatier...Johnny Depp! He's not acting, he IS Willy Wonka,and he's obviously enjoying himself,portraying someone who's twice as mad as Jack Sparrow,sorry,I mean,Captain Jack Sparrow.Depp and Burton working together is always a guarantee of quality,and this fourth collaboration of theirs is a perfect return to the weird,slightly Gothic movies that made us love them,after their recent,and rather good by the way,mainstream efforts(Big Fish and Pirates of the Caribbean). Don't get me wrong,children can watch,and love,this film,but it really is something everyone should enjoy,no matter how old they are(actually,when I saw the movie,there were only 4 or 5 kids,and 20 adults).

I haven't seen the original movie with Gene Wilder,but thanks to Tim Burton and Johnny Depp,this version is already a classic. I'm really looking forward to seeing Corpse Bride and any other movie they might make together.

Batman Begins aside,this is the best film of summer 2005."
